Saison balnéaire;Région;Département;Code unique d'identification du site de baignade;Précédent code unique d'identification du site de baignade;Evolution 2024 vs. 2023;Nom du site de baignade;Code INSEE de la commune;Nom de la commune;Date déclaration UE;Type d'eau;Longitude (ETRS 89);Latitude (ETRS 89)
2024;Nouvelle-Aquitaine;040;FRI1340134D040001;;Pas de changement;LAC DE PEYRE;40134;LABOUHEYRE;01/06/2008;Lac;-0,90719035170;44,20380416511
2024;Nouvelle-Aquitaine;040;FRI1340150D040060;;Pas de changement;LAC DE LEON;40150;LEON;01/01/1991;Lac;-1,31549270023;43,88763232084
2024;Nouvelle-Aquitaine;040;FRI1340157M040040;;Pas de changement;CAP DE L'HOMY;40157;LIT-ET-MIXE;01/01/1991;Eau côtière;-1,34077047954;44,03936912658
2024;Nouvelle-Aquitaine;040;FRI1340181M040070;;Pas de changement;PLAGE NORD;40181;MESSANGES;01/01/1991;Eau côtière;-1,40451272885;43,81517740432
2024;Nouvelle-Aquitaine;040;FRI1340181M040071;;Pas de changement;PLAGE SUD;40181;MESSANGES;01/01/1991;Eau côtière;-1,40975199146;43,79968854474
2024;Nouvelle-Aquitaine;040;FRI1340184M040019;;Pas de changement;REMEMBER;40184;MIMIZAN;01/01/1993;Eau côtière;-1,29757201899;44,21670204807
2024;Nouvelle-Aquitaine;040;FRI1340184M040020;;Pas de changement;LES AILES;40184;MIMIZAN;01/01/1991;Eau côtière;-1,29780350675;44,21462870101
2024;Nouvelle-Aquitaine;040;FRI1340184M040021;;Pas de changement;PLAGE SUD;40184;MIMIZAN;01/01/1991;Eau côtière;-1,29840050515;44,20712344603
2024;Nouvelle-Aquitaine;040;FRI1340184M040022;;Pas de changement;PLAGE DU COURANT;40184;MIMIZAN;01/01/1991;Eau côtière;-1,29179167282;44,21070853306
2024;Nouvelle-Aquitaine;040;FRI1340184M040023;;Pas de changement;LESPECIER;40184;MIMIZAN;01/01/1991;Eau côtière;-1,30577061562;44,16436834680
2024;Nouvelle-Aquitaine;040;FRI1340187M040060;;Pas de changement;PLAGE PRINCIPALE;40187;MOLIETS-ET-MAA;01/01/1991;Eau côtière;-1,39134930472;43,85345508911
2024;Nouvelle-Aquitaine;040;FRI1340187M040061;;Pas de changement;CHENES-LIEGES;40187;MOLIETS-ET-MAA;01/01/1996;Eau côtière;-1,396152099;43,84320292
2024;Nouvelle-Aquitaine;040;FRI1340197D040001;;Pas de changement;LAC D'ARJUZANX;40197;MORCENX-LA-NOUVELLE;01/01/1994;Lac;-0,85119791265;44,01522518006
2024;Nouvelle-Aquitaine;040;FRI1340209M040140;;Pas de changement;PLAGE D'ONDRES;40209;ONDRES;01/06/1991;Eau côtière;-1,48761861274;43,57812954287
2024;Nouvelle-Aquitaine;040;FRI1340217D040100;;Pas de changement;MOUTEOU-PIPIOU;40217;PARENTIS-EN-BORN;01/01/1991;Lac;-1,11134593883;44,35011875796
2024;Nouvelle-Aquitaine;040;FRI1340217D040101;;Pas de changement;PORT;40217;PARENTIS-EN-BORN;01/01/1991;Lac;-1,10016544398;44,34144146747
2024;Nouvelle-Aquitaine;040;FRI1340217D040103;;Pas de changement;CALEDE;40217;PARENTIS-EN-BORN;06/06/2011;Lac;-1,11228790399;44,35046210796
2024;Nouvelle-Aquitaine;040;FRI1340257D040130;;Pas de changement;PLAGE DE SAINTE EULALIE EN BORN;40257;SAINTE-EULALIE-EN-BORN;01/01/1991;Lac;-1,18610695154;44,30684222818
2024;Nouvelle-Aquitaine;040;FRI1340266M040030;;Pas de changement;PLAGE DE CONTIS;40266;SAINT-JULIEN-EN-BORN;01/01/1991;Eau côtière;-1,32461025946;44,09439846198
2024;Nouvelle-Aquitaine;040;FRI1340281D040001;;Pas de changement;BASE DE LOISIRS DU MARSAN;40281;SAINT-PIERRE-DU-MONT;01/01/2005;Lac;-0,53591415740;43,88087095060
2024;Nouvelle-Aquitaine;040;FRI1340287D040140;;Pas de changement;CATON;40287;SANGUINET;01/01/1991;Lac;-1,07728416049;44,49391439082
2024;Nouvelle-Aquitaine;040;FRI1340287D040141;;Pas de changement;PAVILLON;40287;SANGUINET;01/01/1991;Lac;-1,08157179078;44,48737367216
2024;Nouvelle-Aquitaine;040;FRI1340296M040100;;Pas de changement;CASERNES;40296;SEIGNOSSE;01/01/1991;Eau côtière;-1,43222381268;43,72235682451
2024;Nouvelle-Aquitaine;040;FRI1340296M040101;;Pas de changement;PENON;40296;SEIGNOSSE;01/01/1991;Eau côtière;-1,43517606165;43,71010557975
2024;Nouvelle-Aquitaine;040;FRI1340296M040104;;Pas de changement;BOURDAINES;40296;SEIGNOSSE;01/01/1991;Eau côtière;-1,43785867817;43,69919915320
2024;Nouvelle-Aquitaine;040;FRI1340296M040105;;Pas de changement;ESTAGNOTS;40296;SEIGNOSSE;01/01/1991;Eau côtière;-1,43913367357;43,68969304213
2024;Nouvelle-Aquitaine;040;FRI1340296M040106;;Pas de changement;VVF;40296;SEIGNOSSE;01/06/2008;Eau côtière;-1,43967949097;43,69416795768
2024;Nouvelle-Aquitaine;040;FRI1340304M040110;;Pas de changement;PARC (LAC MARIN);40304;SOORTS-HOSSEGOR;01/01/1991;Eau côtière;-1,42854055637;43,66209694991
2024;Nouvelle-Aquitaine;040;FRI1340304M040111;;Pas de changement;PLAGE DU REY (LAC MARIN);40304;SOORTS-HOSSEGOR;01/06/1991;Eau côtière;-1,42777877335;43,68114382370
2024;Nouvelle-Aquitaine;040;FRI1340304M040113;;Pas de changement;BLANCHE (LAC MARIN);40304;SOORTS-HOSSEGOR;01/01/1991;Eau côtière;-1,43118387686;43,66994697745
2024;Nouvelle-Aquitaine;040;FRI1340304M040114;;Pas de changement;CHENES-LIEGES (LAC MARIN);40304;SOORTS-HOSSEGOR;01/01/1991;Eau côtière;-1,43134241696;43,66477650090
2024;Nouvelle-Aquitaine;040;FRI1340304M040115;;Pas de changement;PLAGE CENTRALE - SUD;40304;SOORTS-HOSSEGOR;01/06/1991;Eau côtière;-1,44218759452;43,66391008639
2024;Nouvelle-Aquitaine;040;FRI1340304M040116;;Pas de changement;NATURISTES;40304;SOORTS-HOSSEGOR;01/01/1991;Eau côtière;-1,43972037903;43,67868297436
2024;Nouvelle-Aquitaine;040;FRI1340304M040117;;Pas de changement;LA GRAVIERE;40304;SOORTS-HOSSEGOR;01/01/1992;Eau côtière;-1,44033333870;43,67073608739
2024;Nouvelle-Aquitaine;040;FRI1340310M040083;;Pas de changement;LA SAUVAGINE (LAC MARIN);40310;SOUSTONS;01/01/2005;Eau côtière;-1,41155849550;43,77715542957
2024;Nouvelle-Aquitaine;040;FRI1340310M040090;;Pas de changement;PLAGE OCEANE;40310;SOUSTONS;01/01/1991;Eau côtière;-1,41707346732;43,77657129252
2024;Nouvelle-Aquitaine;040;FRI1340312M040150;;Pas de changement;METRO;40312;TARNOS;01/01/1991;Eau côtière;-1,50119507742;43,55857870010
2024;Nouvelle-Aquitaine;040;FRI1340312M040151;;Pas de changement;LA DIGUE;40312;TARNOS;01/01/1991;Eau côtière;-1,52049524177;43,53175820252
2024;Nouvelle-Aquitaine;040;FRI1340326D040170;;Pas de changement;LAC DE VIELLE;40326;VIELLE-SAINT-GIRONS;01/01/1991;Lac;-1,31211902306;43,90152827405
2024;Nouvelle-Aquitaine;040;FRI1340326M040050;;Pas de changement;PLAGE CENTRE;40326;VIELLE-SAINT-GIRONS;01/01/1991;Eau côtière;-1,36389016703;43,95256690807
2024;Nouvelle-Aquitaine;040;FRI1340326M040051;;Pas de changement;ARNAOUTCHOT;40326;VIELLE-SAINT-GIRONS;01/01/1991;Eau côtière;-1,37499119416;43,91076027662
2024;Nouvelle-Aquitaine;040;FRI1340326M040052;;Pas de changement;LA LETTE BLANCHE;40326;VIELLE-SAINT-GIRONS;01/01/1991;Eau côtière;-1,37764749625;43,90346115050
2024;Nouvelle-Aquitaine;040;FRI1340328M040080;;Pas de changement;GRAND PLAGE;40328;VIEUX-BOUCAU-LES-BAINS;01/01/1991;Eau côtière;-1,41394450572;43,78775691173
2024;Nouvelle-Aquitaine;040;FRI1340328M040083;;Pas de changement;LA PERGOLA (LAC MARIN);40328;VIEUX-BOUCAU-LES-BAINS;01/01/1991;Eau côtière;-1,40314331679;43,78207457542
2024;Nouvelle-Aquitaine;040;FRI1340328M040084;;Pas de changement;PLAGE DES SABLERES;40328;VIEUX-BOUCAU-LES-BAINS;01/01/1998;Eau côtière;-1,41271355146;43,79227717322
2024;Nouvelle-Aquitaine;047;FRI1447025D047030;;Pas de changement;CAMPING PRIVE VALLON DE GERBAL;47025;BEAUVILLE;01/01/1991;Lac;0,88843162688;44,26884881395
2024;Nouvelle-Aquitaine;047;FRI1447052D047050;;Pas de changement;LAC DE CLARENS;47052;CASTELJALOUX;01/01/1991;Lac;0,07070393101;44,29431960923
2024;Nouvelle-Aquitaine;047;FRI1447065D047070;;Pas de changement;PLAGE MUNICIPALE LOT;47065;CLAIRAC;01/01/1991;Rivière;0,37616946319;44,35700318758
2024;Nouvelle-Aquitaine;047;FRI1447078D047080;;Pas de changement;LAC DU MOULINEAU;47078;DAMAZAN;01/07/2011;Lac;0,27660733371;44,27998052470
2024;Nouvelle-Aquitaine;047;FRI1447152D047120;;Pas de changement;LAC DE LOUGRATTE;47152;LOUGRATTE;01/01/1991;Lac;0,62100791784;44,57880656419
2024;Nouvelle-Aquitaine;047;FRI1447157D047720;;Pas de changement;PLAGE FILHOLE GARONNE;47157;MARMANDE;01/07/2011;Rivière;0,15527246658;44,49015910669
2024;Nouvelle-Aquitaine;047;FRI1447221D047170;;Pas de changement;CAMPING PRIVE DE LISLEBONNE;47221;REAUP-LISSE;01/01/1991;Lac;0,20634924093;44,07311363362
2024;Nouvelle-Aquitaine;047;FRI1447252D047732;;Pas de changement;SAINTE LIVRADE;47252;SAINTE-LIVRADE-SUR-LOT;08/08/2016;Rivière;0,58803724978;44,40295458813
2024;Nouvelle-Aquitaine;047;FRI1447306D047210;;Pas de changement;PLAGE DE CASTELMORON LOT;47306;TEMPLE-SUR-LOT (LE);01/01/1991;Rivière;0,49358909965;44,39533329679
2024;Nouvelle-Aquitaine;064;FRI1564024M064005;;Pas de changement;LA BARRE;64024;ANGLET;01/01/1991;Eau côtière;-1,52561699692;43,52696642530
2024;Nouvelle-Aquitaine;064;FRI1564024M064010;;Pas de changement;LES CAVALIERS;64024;ANGLET;01/01/1991;Eau côtière;-1,52744028747;43,52323142852
2024;Nouvelle-Aquitaine;064;FRI1564024M064012;;Pas de changement;L'OCEAN;64024;ANGLET;01/01/1999;Eau côtière;-1,53192867479;43,51749248985
2024;Nouvelle-Aquitaine;064;FRI1564024M064015;;Pas de changement;LA MADRAGUE (CHIBERTA);64024;ANGLET;01/01/1991;Eau côtière;-1,53647274379;43,51137251915
2024;Nouvelle-Aquitaine;064;FRI1564024M064018;;Pas de changement;LES CORSAIRES;64024;ANGLET;01/01/1991;Eau côtière;-1,53852786399;43,50886225798
2024;Nouvelle-Aquitaine;064;FRI1564024M064020;;Pas de changement;MARINELLA;64024;ANGLET;01/01/1991;Eau côtière;-1,54149187459;43,50532255427
2024;Nouvelle-Aquitaine;064;FRI1564024M064025;;Pas de changement;LES SABLES D'OR;64024;ANGLET;01/01/1991;Eau côtière;-1,54355068150;43,50208206939
2024;Nouvelle-Aquitaine;064;FRI1564024M064030;;Changement mineur;PETITE CHAMBRE D'AMOUR;64024;ANGLET;01/01/1991;Eau côtière;-1,54757571700;43,49678542391
2024;Nouvelle-Aquitaine;064;FRI1564101D064035;;Pas de changement;LAC DE BAUDREIX;64101;BAUDREIX;01/01/2001;Lac;-0,26259124156;43,19940197769
2024;Nouvelle-Aquitaine;064;FRI1564122M064035;;Pas de changement;MIRAMAR;64122;BIARRITZ;01/01/1991;Eau côtière;-1,55418335046;43,49003730565
2024;Nouvelle-Aquitaine;064;FRI1564122M064040;;Pas de changement;GRANDE PLAGE NORD (PALAIS);64122;BIARRITZ;01/01/1991;Eau côtière;-1,55803401663;43,48771249563
2024;Nouvelle-Aquitaine;064;FRI1564122M064045;;Pas de changement;GRANDE PLAGE SUD (CASINO);64122;BIARRITZ;01/01/1991;Eau côtière;-1,56165988983;43,48505455261
2024;Nouvelle-Aquitaine;064;FRI1564122M064050;;Pas de changement;PORT VIEUX;64122;BIARRITZ;01/01/1991;Eau côtière;-1,56779352503;43,48249803241
2024;Nouvelle-Aquitaine;064;FRI1564122M064055;;Pas de changement;COTE DES BASQUES;64122;BIARRITZ;01/01/1991;Eau côtière;-1,56803479326;43,47868481298
2024;Nouvelle-Aquitaine;064;FRI1564122M064060;;Pas de changement;MARBELLA;64122;BIARRITZ;01/01/1991;Eau côtière;-1,57354942156;43,47038639916
2024;Nouvelle-Aquitaine;064;FRI1564122M064065;;Pas de changement;MILADY;64122;BIARRITZ;01/01/1991;Eau côtière;-1,57652027329;43,46543050255
2024;Nouvelle-Aquitaine;064;FRI1564125M064070;;Pas de changement;ILBARRITZ;64125;BIDART;01/01/1991;Eau côtière;-1,58124526642;43,46168902160
2024;Nouvelle-Aquitaine;064;FRI1564125M064075;;Pas de changement;PAVILLON ROYAL;64125;BIDART;01/01/1991;Eau côtière;-1,58629819292;43,45322921037
2024;Nouvelle-Aquitaine;064;FRI1564125M064080;;Pas de changement;ERRETEGUIA;64125;BIDART;01/01/1991;Eau côtière;-1,59260011803;43,44865436981
2024;Nouvelle-Aquitaine;064;FRI1564125M064085;;Pas de changement;DU CENTRE;64125;BIDART;01/01/1991;Eau côtière;-1,59714618829;43,43744887286
2024;Nouvelle-Aquitaine;064;FRI1564125M064092;;Pas de changement;OUHABIA SUD;64125;BIDART;01/01/1998;Eau côtière;-1,60371132212;43,43094261918
2024;Nouvelle-Aquitaine;064;FRI1564125M064096;;Pas de changement;PARLEMENTIA;64125;BIDART;01/01/1991;Eau côtière;-1,60879442886;43,42802270653
2024;Nouvelle-Aquitaine;064;FRI1564189M064135;;Pas de changement;SOCOA;64189;CIBOURE;01/01/1991;Eau côtière;-1,68306759116;43,39076769649
2024;Nouvelle-Aquitaine;064;FRI1564189M064137;;Pas de changement;FORT DE SOCOA;64189;CIBOURE;01/01/1991;Eau côtière;-1,68234700120;43,39588174529
2024;Nouvelle-Aquitaine;064;FRI1564249M064100;;Pas de changement;DES ALCYONS;64249;GUETHARY;01/01/1991;Eau côtière;-1,61196921228;43,42675195537
2024;Nouvelle-Aquitaine;064;FRI1564249M064103;;Pas de changement;CENITZ;64249;GUETHARY;01/01/2006;Eau côtière;-1,62003251232;43,42430823281
2024;Nouvelle-Aquitaine;064;FRI1564250D064002;;Pas de changement;LAC DES ARROQUES - GUICHE;64250;GUICHE;14/06/2014;Lac;-1,18755200609;43,49941150319
2024;Nouvelle-Aquitaine;064;FRI1564260M064145;;Pas de changement;LES DEUX JUMEAUX;64260;HENDAYE;01/06/1991;Eau côtière;-1,76344207405;43,37596446572
2024;Nouvelle-Aquitaine;064;FRI1564260M064150;;Pas de changement;CASINO;64260;HENDAYE;01/06/1991;Eau côtière;-1,77384483538;43,37357693363
2024;Nouvelle-Aquitaine;064;FRI1564260M064152;;Pas de changement;POINTE DE SOKOBURU;64260;HENDAYE;01/01/1994;Eau côtière;-1,78097624371;43,37256782501
2024;Nouvelle-Aquitaine;064;FRI1564430D064001;;Pas de changement;LAC DE LA BASE DE LOISIRS D'ORTHEZ;64430;ORTHEZ;01/01/1991;Lac;-0,75356073994;43,47496585148
2024;Nouvelle-Aquitaine;064;FRI1564483M064105;;Pas de changement;SENIX;64483;SAINT-JEAN-DE-LUZ;01/01/1991;Eau côtière;-1,62272647261;43,42244486603
2024;Nouvelle-Aquitaine;064;FRI1564483M064110;;Pas de changement;MAYARCO;64483;SAINT-JEAN-DE-LUZ;01/01/1991;Eau côtière;-1,62548014571;43,41871340454
2024;Nouvelle-Aquitaine;064;FRI1564483M064115;;Pas de changement;LAFITENIA;64483;SAINT-JEAN-DE-LUZ;01/01/1991;Eau côtière;-1,62915328595;43,41396924403
2024;Nouvelle-Aquitaine;064;FRI1564483M064120;;Pas de changement;ERROMARDIE;64483;SAINT-JEAN-DE-LUZ;01/01/1991;Eau côtière;-1,64178358835;43,40764241077
2024;Nouvelle-Aquitaine;064;FRI1564483M064125;;Pas de changement;GRANDE PLAGE NORD-CALE AUX CHEVAUX;64483;SAINT-JEAN-DE-LUZ;01/01/1991;Eau côtière;-1,66083046093;43,39359379342
2024;Nouvelle-Aquitaine;064;FRI1564483M064130;;Pas de changement;GRANDE PLAGE SUD (RUE GARAT);64483;SAINT-JEAN-DE-LUZ;01/01/1991;Eau côtière;-1,66481753886;43,38988017970
2024;Nouvelle-Aquitaine;064;FRI1564495D064020;;Pas de changement;PLAGE LAC ST PEE SUR NIVELLE;64495;SAINT-PEE-SUR-NIVELLE;01/01/1992;Lac;-1,52303596948;43,34665753387
2024;Nouvelle-Aquitaine;064;FRI1564502D064012;;Pas de changement;LAC DE SAMES-DOMAINE DES NYMPHES;64502;SAMES;12/07/1993;Lac;-1,17102328206;43,52932133376
2024;Nouvelle-Aquitaine;079;FRI3379086D079060;;Pas de changement;PLAN D'EAU DE CHERVEUX;79086;CHERVEUX;01/01/1991;Lac;-0,35686946505;46,43452015130
2024;Nouvelle-Aquitaine;079;FRI3379345D079100;;Pas de changement;PLAN D'EAU DE VERRUYES;79345;VERRUYES;01/01/1991;Lac;-0,28135374495;46,51837658794
2024;Nouvelle-Aquitaine;086;FRI3486019D086080;;Pas de changement;ST CYR - PARC DE LOISIRS (ETANG);86019;BEAUMONT SAINT-CYR;01/07/1991;Lac;0,46241738708;46,72001029317
2024;Nouvelle-Aquitaine;086;FRI3486032D086018;;Pas de changement;BONNEUIL MATOURS - PARC DE CREMAULT (LA VIENNE);86032;BONNEUIL-MATOURS;01/07/1997;Rivière;0,57673451870;46,67503356515
2024;Nouvelle-Aquitaine;086;FRI3486040D086021;;Pas de changement;LA BUSSIERE - LA BERTHOLIERE (LA GARTEMPE);86040;BUSSIERE (LA);01/01/1991;Rivière;0,83563216341;46,65016213364
2024;Nouvelle-Aquitaine;086;FRI3486066D086001;;Pas de changement;CHATELLERAULT - LAC DE LA FORET;86066;CHATELLERAULT;01/07/2008;Lac;0,52264380807;46,79670867062
2024;Nouvelle-Aquitaine;086;FRI3486120D086001;;Pas de changement;LATHUS ST REMY - LA VOULZIE;86120;LATHUS-SAINT-REMY;01/01/2007;Rivière;0,93103973599;46,30989589731
2024;Nouvelle-Aquitaine;086;FRI3486139D086040;;Pas de changement;LUSIGNAN - CAMPING (LA VONNE);86139;LUSIGNAN;01/07/1991;Rivière;0,12206453135;46,44323715108
2024;Nouvelle-Aquitaine;086;FRI3486161D086050;;Pas de changement;MONCONTOUR - PLAN D'EAU DU GRAND MAGNE (LA DIVE);86161;MONCONTOUR;01/07/1991;Lac;-0,02258202685;46,88856101086
2024;Nouvelle-Aquitaine;086;FRI3486202D086060;;Pas de changement;LA PUYE - PLAN D'EAU COMMUNAL;86202;PUYE (LA);01/07/1991;Lac;0,75573764509;46,64504069739
2024;Nouvelle-Aquitaine;086;FRI3486203D086065;;Pas de changement;QUEAUX - CAMPING (LA VIENNE);86203;QUEAUX;01/07/2016;Rivière;0,67420425808;46,32171558870
2024;Nouvelle-Aquitaine;086;FRI3486207D086070;;Pas de changement;LA ROCHE-POSAY (BAIGNADE SUR LA CREUSE);86207;ROCHE-POSAY (LA);01/01/1991;Rivière;0,81543370007;46,78757640576
2024;Nouvelle-Aquitaine;086;FRI3486231D086081;;Pas de changement;ST MACOUX - PLAN D'EAU COMMUNAL DU MARAIS;86231;SAINT-MACOUX;01/01/1993;Lac;0,23572841769;46,12206306489
2024;Nouvelle-Aquitaine;086;FRI3486234D086082;;Pas de changement;ST MARTIN L'ARS - PLAN D'EAU COMMUNAL (LE CLAIN);86234;SAINT-MARTIN-L'ARS;01/01/1993;Lac;0,53215678876;46,21831102882
2024;Nouvelle-Aquitaine;087;FRI2387009D087002;;Pas de changement;PIERREFITTE;87009;BEAUMONT-DU-LAC;01/01/1991;Lac;1,87076813046;45,78565419849
2024;Nouvelle-Aquitaine;087;FRI2387009D087003;;Pas de changement;NERGOUT;87009;BEAUMONT-DU-LAC;01/01/1991;Lac;1,88129527314;45,78767727736
2024;Nouvelle-Aquitaine;087;FRI2387014D087004;;Pas de changement;SAGNAT;87014;BESSINES-SUR-GARTEMPE;01/01/1991;Lac;1,35235930880;46,09992053152
2024;Nouvelle-Aquitaine;087;FRI2387024D087006;;Changement mineur;SAINTE-HELENE;87024;BUJALEUF;01/01/1991;Lac;1,63365284578;45,80502568207
2024;Nouvelle-Aquitaine;087;FRI2387027D087028;;Pas de changement;PLAN D'EAU DE BUSSIERE-GALANT;87027;BUSSIERE-GALANT;01/01/1991;Lac;1,03108170462;45,61448401206
2024;Nouvelle-Aquitaine;087;FRI2387039D087039;;Pas de changement;ETANG DU PUY-CHAUMARTIN;87039;CHATEAU-CHERVIX;01/01/1991;Lac;1,35818933608;45,59737856383
2024;Nouvelle-Aquitaine;087;FRI2387040D087008;;Pas de changement;PLAN D'EAU DE CHATEAUNEUF-LA-FORET;87040;CHATEAUNEUF-LA-FORET;01/01/1991;Lac;1,60001817458;45,71456859886
2024;Nouvelle-Aquitaine;087;FRI2387043D087052;;Changement mineur;CAMPING LOUS SUAIS;87043;CHEISSOUX;01/07/2017;Rivière;1,65390088781;45,81697701047
2024;Nouvelle-Aquitaine;087;FRI2387046D087017;;Pas de changement;PLAN D'EAU DE COGNAC-LA-FORET;87046;COGNAC-LA-FORET;01/01/1991;Lac;1,00822211026;45,82905995151
2024;Nouvelle-Aquitaine;087;FRI2387047D087010;;Pas de changement;LES CHABANNES;87047;COMPREIGNAC;01/01/1991;Lac;1,28984549827;46,02642620380
2024;Nouvelle-Aquitaine;087;FRI2387066D087011;;Pas de changement;SAINT FORTUNAT;87066;FLAVIGNAC;01/01/1991;Lac;1,09541992048;45,70271166754
2024;Nouvelle-Aquitaine;087;FRI2387095D087016;;Pas de changement;LA ROCHE;87095;MEUZAC;01/01/1991;Lac;1,43938934205;45,54999854608
2024;Nouvelle-Aquitaine;087;FRI2387117D087021;;Pas de changement;ETANG DU BOURG DE PEYRAT-LE-CHATEAU;87117;PEYRAT-LE-CHATEAU;01/01/1991;Lac;1,77480184331;45,81595795068
2024;Nouvelle-Aquitaine;087;FRI2387117D087022;;Pas de changement;AUPHELLE;87117;PEYRAT-LE-CHATEAU;01/01/1991;Lac;1,84515162209;45,80354178573
2024;Nouvelle-Aquitaine;087;FRI2387122D087023;;Pas de changement;SANTROP;87122;RAZES;01/01/1991;Lac;1,29630272708;46,03085582420
2024;Nouvelle-Aquitaine;087;FRI2387128D087030;;Pas de changement;FREAUDOUR;87128;SAINT-PARDOUX-LE-LAC;01/01/1991;Lac;1,27631751964;46,04920729124
2024;Nouvelle-Aquitaine;087;FRI2387146D087025;;Pas de changement;MONTREAL;87146;SAINT-GERMAIN-LES-BELLES;01/01/1991;Lac;1,50141661995;45,60987064620
2024;Nouvelle-Aquitaine;087;FRI2387150D087026;;Pas de changement;PLAISANCE;87150;SAINT-HILAIRE-LES-PLACES;01/01/1991;Lac;1,16141216791;45,63561377671
2024;Nouvelle-Aquitaine;087;FRI2387153D087036;;Changement mineur;LA MAULDE;87153;SAINT-JULIEN-LE-PETIT;01/01/1991;Lac;1,69157423327;45,81266459185
2024;Nouvelle-Aquitaine;087;FRI2387167D087035;;Pas de changement;PLAN D'EAU DU SOLEIL LEVANT;87167;SAINT-MARTIN-TERRESSUS;01/01/1992;Lac;1,43884575840;45,91958653710
2024;Nouvelle-Aquitaine;087;FRI2387168D087029;;Pas de changement;LE LAC;87168;SAINT-MATHIEU;01/01/1991;Lac;0,78580802574;45,71460058011
2024;Nouvelle-Aquitaine;087;FRI2387187D087032;;Pas de changement;ARFEUILLE;87187;SAINT-YRIEIX-LA-PERCHE;01/01/1991;Lac;1,20119694327;45,52823465153
2024;Nouvelle-Aquitaine;087;FRI2387194D087005;;Pas de changement;LES SAULES;87194;SUSSAC;01/01/1992;Lac;1,67961314918;45,65095543370
2024;Nouvelle-Aquitaine;087;FRI2387194D087033;;Pas de changement;PLAN D'EAU DE SUSSAC;87194;SUSSAC;01/01/1991;Lac;1,65190012603;45,66155142826
2024;Nouvelle-Aquitaine;087;FRI2387204D087034;;Pas de changement;LA CHASSAGNE;87204;VIDEIX;01/01/1991;Lac;0,71468974742;45,80028541767
2024;Occitanie;009;FRJ2109042D009060;;Pas de changement;PLAN D'EAU MONDELY;9042;BASTIDE-DE-SEROU (LA);01/01/1991;Lac;1,43780764231;43,05053746805
2024;Occitanie;009;FRJ2109079D009005;;Pas de changement;CARLA-BAYLE PLAN D'EAU;9079;CARLA-BAYLE;01/01/1992;Lac;1,38238566158;43,14991753149
2024;Occitanie;009;FRJ2109161D009002;;Pas de changement;LAC DE MONTBEL COTE LERAN;9161;LERAN;01/01/1991;Lac;1,93839794620;42,98179468462
2024;Occitanie;009;FRJ2109200D009025;;Pas de changement;LAC DE MONTBEL COTE MONTBEL;9200;MONTBEL;01/01/1991;Lac;1,97047639005;42,97790633643
2024;Occitanie;009;FRJ2109257D009015;;Pas de changement;LAC DE STE CROIX VOLVESTRE;9257;SAINTE-CROIX-VOLVESTRE;01/01/1991;Lac;1,17852826588;43,12324766181
2024;Occitanie;009;FRJ2109277D009030;;Pas de changement;LAC DE SAINT YBARS;9277;SAINT-YBARS;01/07/2011;Lac;1,37970576485;43,23588664436
2024;Occitanie;009;FRJ2109282D009092;;Pas de changement;SAS Petit baigneur AQUAPLAYPARK;9282;SAVERDUN;22/06/2020;Lac;1,61398872279;43,22899063265
2024;Occitanie;011;FRJ1111028D011099;;Pas de changement;LAC DES FERRIERES;11028;BELCAIRE;01/01/1991;Lac;1,94830065285;42,81611566823
2024;Occitanie;011;FRJ1111041D011042;;Pas de changement;LE GUE SUR LA CESSE;11041;BIZE-MINERVOIS;01/01/1991;Rivière;2,87212755761;43,31744684896
2024;Occitanie;011;FRJ1111069D011001;;Pas de changement;LAC DE LA CAVAYERE;11069;CARCASSONNE;01/01/1994;Lac;2,41732732965;43,18247677850
2024;Occitanie;011;FRJ1111123D011002;;Pas de changement;MOULIN DE RIBAUTE;11123;DUILHAC-SOUS-PEYREPERTUSE;01/07/2014;Rivière;2,58786616636;42,86330144817
2024;Occitanie;011;FRJ1111145M011170;;Pas de changement;SAINT-PIERRE-LA-MER;11145;FLEURY;01/01/1991;Eau côtière;3,19518094171;43,17991572236
2024;Occitanie;011;FRJ1111145M011175;;Pas de changement;PISSEVACHES;11145;FLEURY;01/01/1991;Eau côtière;3,20674198927;43,18888006472
2024;Occitanie;011;FRJ1111145M011180;;Pas de changement;LES CABANES DE FLEURY;11145;FLEURY;01/01/1991;Eau côtière;3,23707495439;43,21138612739
2024;Occitanie;011;FRJ1111170M011105;;Pas de changement;PLAGE DES SALINS;11170;GRUISSAN;01/01/1994;Eau côtière;3,10464558606;43,08498800553
2024;Occitanie;011;FRJ1111170M011115;;Pas de changement;LES CHALETS;11170;GRUISSAN;01/01/1991;Eau côtière;3,11452397877;43,09757877538
2024;Occitanie;011;FRJ1111170M011120;;Pas de changement;GRAZEL;11170;GRUISSAN;01/01/1991;Eau côtière;3,10518337894;43,11082784187
2024;Occitanie;011;FRJ1111170M011130;;Pas de changement;PLAGE MATEILLE;11170;GRUISSAN;01/01/1991;Eau côtière;3,13297060869;43,11874813618
2024;Occitanie;011;FRJ1111170M011135;;Pas de changement;ETANG DE MATEILLE;11170;GRUISSAN;01/01/1991;Eau côtière;3,11831494573;43,12083392535
2024;Occitanie;011;FRJ1111170M011140;;Pas de changement;ETANG DES AYGUADES;11170;GRUISSAN;01/01/1991;Eau côtière;3,13342863592;43,13101595159
